STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL PERCENT,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
230,CA,California,12,H0CA10172,,David,Peterson,,,D,"3,774","3,48%",,,,,,,,,,
231,CA,California,12,H4CA12113,,Frank,Lara,"Lara, Frank",,PAF,"2,107","1,94%",,,,,,,,,,
232,CA,California,12,H4CA12139,,Michael,Steger,"Steger, Michael",,D,"1,514","1,40%",,,,,,,,,,
233,CA,California,12,H4CA12121,,"A. J. ""Desmond""",Thorsson,"Thorsson, A. J. ""Desmond""",,NOP,"1,27","1,17%",,,,,,,,,,
234,CA,California,12,H4CA12147,,Jim,Welles,"Welles, Jim",,NOP,879,"0,81%",,,,,,,,,,
235,CA,California,12,n/a,,,,,District Votes:,,"108,438",,,,"192,264",,,,,,,
236,CA,California,13,H8CA09060,(I),Barbara,Lee,"Lee, Barbara",,D,"77,461","82,59%",,,"168,491","88,48%",,,,,W,
237,CA,California,13,H4CA13087,,Dakin,Sundeen,"Sundeen, Dakin",,R,"9,533","10,16%",,,"21,94","11,52%",,,,,,
238,CA,California,13,H0CA13093,,Justin,Jelincic,"Jelincic, Justin",,D,"4,602","4,91%",,,,,,,,,,
239,CA,California,13,H0CA09091,,Lawrence N.,Allen,"Allen, Lawrence N.",,PAF,"2,19","2,34%",,,,,,,,,,
240,CA,California,13,n/a,,,,,District Votes:,,"93,786",,,,"190,431",,,,,,,
241,CA,California,14,H8CA12171,(I),Jackie,Speier,"Speier, Jackie",,D,"66,8","77,42%",,,"114,389","76,70%",,,,,W,
242,CA,California,14,H4CA18060,,Robin,Chew,"Chew, Robin",,R,"19,482","22,58%",,,"34,757","23,30%",,,,,,
243,CA,California,14,n/a,,,,,District Votes:,,"86,282",,,,"149,146",,,,,,,
244,CA,California,15,H2CA15094,(I),Eric,Swalwell,"Swalwell, Eric",,D,"42,419","49,07%",,,"99,756","69,81%",,,,,W,
245,CA,California,15,H4CA15066,,Hugh,Bussell,"Bussell, Hugh",,R,"22,228","25,71%",,,"43,15","30,19%",,,,,,
246,CA,California,15,H2CA15086,,Ellen M.,Corbett,"Corbett, Ellen M.",,D,"21,798","25,22%",,,,,,,,,,
247,CA,California,15,n/a,,,,,District Votes:,,"86,445",,,,"142,906",,,,,,,
248,CA,California,16,H4CA20082,(I),Jim,Costa,,,D,"25,586","44,29%",,,"46,277","50,73%",,,,,W,
249,CA,California,16,H2CA16100,,Johnny,Tacherra,"Tacherra, Johnny",,R,"12,542","21,71%",,,"44,943","49,27%",,,,,,
250,CA,California,16,H4CA16148,,Steve,Crass,,,R,"8,877","15,37%",,,,,,,,,,
251,CA,California,16,H4CA16122,,Mel,Levey,"Levey, Mel",,R,"4,565","7,90%",,,,,,,,,,
252,CA,California,16,H4CA16106,,Joanna,Garcia-Botelho,"Garcia-Botelho, Joanna",,R,"3,827","6,62%",,,,,,,,,,
253,CA,California,16,H4CA16130,,Job,Melton,,,D,"2,37","4,10%",,,,,,,,,,
254,CA,California,16,n/a,,,,,District Votes:,,"57,767",,,,"91,22",,,,,,,
255,CA,California,17,H0CA15148,(I),Mike,Honda,,,D,"43,607","48,18%",,,"69,561","51,75%",,,,,W,
256,CA,California,17,H4CA12055,,Ro,Khanna,"Khanna, Ro",,D,"25,384","28,05%",,,"64,847","48,25%",,,,,,
257,CA,California,17,H4CA17294,,Vanila,Singh,"Singh, Vanila",,R,"15,359","16,97%",,,,,,,,,,
258,CA,California,17,H4CA17302,,Joel,VanLandingham,"VanLandingham, Joel",,R,"6,154","6,80%",,,,,,,,,,
259,CA,California,17,n/a,,,,,District Votes:,,"90,504",,,,"134,408",,,,,,,
260,CA,California,18,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,D,"81,295","67,61%",,,"133,06","67,75%",,,,,W,
261,CA,California,18,H4CA18094,,Richard B.,Fox,"Fox, Richard B.",,R,"27,111","22,55%",,,"63,326","32,25%",,,,,,
262,CA,California,18,H4CA18086,,Bruce,Anderson,"Anderson, Bruce",,R,"9,644","8,02%",,,,,,,,,,
263,CA,California,18,H4CA18102,,Oscar Alejandro,Braun,"Braun, Oscar Alejandro",,R,"2,19","1,82%",,,,,,,,,,
264,CA,California,18,n/a,,,,,District Votes:,,"120,24",,,,"196,386",,,,,,,
265,CA,California,19,H4CA16049,(I),Zoe,Lofgren,"Lofgren, Zoe",,D,"63,845","76,03%",,,"85,888","67,21%",,,,,W,
266,CA,California,19,H2CA19112,,Robert,Murray,"Murray, Robert",,D,"20,132","23,97%",,,"41,9","32,79%",,,,,,
267,CA,California,19,n/a,,,,,District Votes:,,"83,977",,,,"127,788",,,,,,,
268,CA,California,20,H4CA17021,(I),Sam,Farr,"Farr, Sam",,D,"67,528","73,82%",,,"106,034","75,18%",,,,,W,
269,CA,California,20,H0CA17185,,Ronald Paul,Kabat,"Kabat, Ronald Paul",,NOP,"23,95","26,18%",,,"35,01","24,82%",,,,,,
270,CA,California,20,n/a,,,,,District Votes:,,"91,478",,,,"141,044",,,,,,,
271,CA,California,21,H2CA20094,(I),David,Valadao,"Valadao, David",,R,"28,773","62,98%",,,"45,907","57,83%",,,,,W,
272,CA,California,21,H4CA21072,,Amanda,Renteria,"Renteria, Amanda",,D,"11,682","25,57%",,,"33,47","42,17%",,,,,,
273,CA,California,21,H0CA19082,,John S.,Hernandez,"Hernandez, John S.",,D,"5,232","11,45%",,,,,,,,,,
274,CA,California,21,n/a,,,,,District Votes:,,"45,687",,,,"79,377",,,,,,,
275,CA,California,22,H8CA20059,(I),Devin G.,Nunes,"Nunes, Devin G.",,R,"60,499","67,90%",,,"96,053","72,04%",,,,,W,
276,CA,California,22,H4CA22104,,"Suzanna ""Sam""",Augilera-Marrero,"Augilera-Marrero, Suzanna ""Sam""",,D,"22,198","24,91%",,,"37,289","27,96%",,,,,,
277,CA,California,22,H4CA22112,,John P.,Catano,"Catano, John P.",,R,"6,403","7,19%",,,,,,,,,,
278,CA,California,22,n/a,,,,,District Votes:,,"89,1",,,,"133,342",,,,,,,
279,CA,California,23,H6CA22125,(I),Kevin,McCarthy,,,R,"58,334","99,09%",,,"100,317","74,84%",,,,,W,
280,CA,California,23,H4CA23151,,Raul,Garcia,,,D,313,"0,53%",,,"33,726","25,16%",,,,,,
281,CA,California,23,H4CA23169,,Mike,Biglay,"Biglay, Mike",,W(R),157,"0,27%",,,,,,,,,,
282,CA,California,23,H4CA23177,,Ronald L.,Porter,,,W(NOP),36,"0,06%",,,,,,,,,,
283,CA,California,23,H4CA33036,,Gail K.,Lightfoot,"Lightfoot, Gail K.",,W(LIB),31,"0,05%",,,,,,,,,,
284,CA,California,23,n/a,,,,,District Votes:,,"58,871",,,,"134,043",,,,,,,
285,CA,California,24,H8CA22089,(I),Lois,Capps,"Capps, Lois",,D,"58,198","43,67%",,,"103,228","51,93%",,,,,W,
286,CA,California,24,H2CA23114,,Chris,Mitchum,,,R,"21,059","15,80%",,,"95,566","48,07%",,,,,,
287,CA,California,24,H4CA24142,,Justin Donald,Fareed,"Fareed, Justin Donald",,R,"20,445","15,34%",,,,,,,,,,
288,CA,California,24,H4CA24159,,Dale,Francisco,"Francisco, Dale",,R,"15,575","11,69%",,,,,,,,,,
289,CA,California,24,H4CA24175,,Bradley,Allen,"Allen, Bradley",,R,"9,269","6,96%",,,,,,,,,,
290,CA,California,24,H8CA23087,,Sandra,Marshall,"Marshall, Sandra",,D,"4,646","3,49%",,,,,,,,,,
291,CA,California,24,H4CA24134,,"Paul H., Jr.",Coyne,"Coyne, Paul H., Jr.",,D,"2,144","1,61%",,,,,,,,,,
292,CA,California,24,H4CA24183,,Steve,Isakson,"Isakson, Steve",,NOP,"1,249","0,94%",,,,,,,,,,
293,CA,California,24,H4CA24167,,Alexis,Stuart,"Stuart, Alexis",,R,678,"0,51%",,,,,,,,,,
294,CA,California,24,n/a,,,,,District Votes:,,"133,263",,,,"198,794",,,,,,,
295,CA,California,25,H4CA25123,,Steve,Knight,,,R,"18,327","28,40%",,,"60,847","53,34%",,,,,W,
296,CA,California,25,H2CA26109,,Tony,Strickland,"Strickland, Tony",,R,"19,09","29,58%",,,"53,225","46,66%",,,,,,
297,CA,California,25,H2CA25143,,Lee,Rogers,"Rogers, Lee",,D,"14,315","22,18%",,,,,,,,,,
298,CA,California,25,H4CA25107,,"Evan ""Ivan""",Thomas,"Thomas, Evan ""Ivan""",,D,"6,149","9,53%",,,,,,,,,,
299,CA,California,25,H4CA25131,,Troy,Castagna,"Castagna, Troy",,R,"3,805","5,90%",,,,,,,,,,
300,CA,California,25,H4CA25156,,David Koster,Bruce,"Bruce, David Koster",,LIB,"1,214","1,88%",,,,,,,,,,
301,CA,California,25,H4CA25164,,Michael,Mussack,"Mussack, Michael",,NOP,933,"1,45%",,,,,,,,,,
302,CA,California,25,H8CA27088,,Navraj,Singh,"Singh, Navraj",,R,699,"1,08%",,,,,,,,,,
303,CA,California,25,n/a,,,,,District Votes:,,"64,532",,,,"114,072",,,,,,,
304,CA,California,26,H2CA00120,(I),Julia,Brownley,"Brownley, Julia",,D,"38,854","45,50%",,,"87,176","51,33%",,,,,W,
305,CA,California,26,H4CA26147,,Jeff,Gorell,"Gorell, Jeff",,R,"38,021","44,53%",,,"82,653","48,67%",,,,,,
306,CA,California,26,H4CA26139,,Rafael Alberto,Dagnesses,"Dagnesses, Rafael Alberto",,R,"6,536","7,65%",,,,,,,,,,
307,CA,California,26,H4CA26154,,Douglas William,Kmiec,"Kmiec, Douglas William",,NOP,"1,98","2,32%",,,,,,,,,,
308,CA,California,26,n/a,,,,,District Votes:,,"85,391",,,,"169,829",,,,,,,
309,CA,California,27,H0CA32101,(I),Judy,Chu,,,D,"39,915","60,37%",,,"75,728","59,36%",,,,,W,
310,CA,California,27,H2CA27198,,Jack,Orswell,"Orswell, Jack",,R,"26,205","39,63%",,,"51,852","40,64%",,,,,,
311,CA,California,27,n/a,,,,,District Votes:,,"66,12",,,,"127,58",,,,,,,
312,CA,California,28,H0CA27085,(I),Adam B.,Schiff,"Schiff, Adam B.",,D,"46,004","74,48%",,,"91,996","76,50%",,,,,W,
313,CA,California,28,H4CA28077,,Steve,Stokes,"Stokes, Steve",,NOP,"11,078","17,94%",,,"28,268","23,50%",,,,,,
314,CA,California,28,H6CA31126,,Sal,Genovese,"Genovese, Sal",,D,"4,643","7,52%",,,,,,,,,,
315,CA,California,28,H4CA28085,,Sam,Yousuf,"Yousuf, Sam",,W(R),38,"0,06%",,,,,,,,,,
316,CA,California,28,n/a,,,,,District Votes:,,"61,763",,,,"120,264",,,,,,,
317,CA,California,29,H2CA28113,(I),Tony,Cardenas,"Cardenas, Tony",,D,"19,566","62,85%",,,"50,096","74,61%",,,,,W,
318,CA,California,29,H4CA29133,,William O'Callaghan,Leader,"Leader, William O'Callaghan",,R,"8,025","25,78%",,,"17,045","25,39%",,,,,,
319,CA,California,29,H4CA29125,,Venice J.,Gamble,"Gamble, Venice J.",,D,"3,542","11,38%",,,,,,,,,,
320,CA,California,29,n/a,,,,,District Votes:,,"31,133",,,,"67,141",,,,,,,
321,CA,California,30,H6CA24113,(I),Brad,Sherman,"Sherman, Brad",,D,"40,787","57,93%",,,"86,568","65,64%",,,,,W,
322,CA,California,30,H0CA27101,,Mark S.,Reed,"Reed, Mark S.",,R,"14,129","20,07%",,,"45,315","34,36%",,,,,,
323,CA,California,30,H4CA30081,,Pablo,Kleinman,"Kleinman, Pablo",,R,"8,808","12,51%",,,,,,,,,,
324,CA,California,30,H4CA30099,,Marc,Litchman,,,D,"4,251","6,04%",,,,,,,,,,
325,CA,California,30,H2CA30259,,Michael W.,Powelson,"Powelson, Michael W.",,GRE,"2,352","3,34%",,,,,,,,,,
326,CA,California,30,H4CA30123,,A.,Rab,"Rab, A.",,W(NOP),76,"0,11%",,,,,,,,,,
327,CA,California,30,n/a,,,,,District Votes:,,"70,403",,,,"131,883",,,,,,,
328,CA,California,31,H2CA31125,,Pete,Aguilar,"Aguilar, Pete",,D,"9,242","17,36%",,,"51,622","51,73%",,,,,W,
329,CA,California,31,H4CA31071,,Paul,Chabot,"Chabot, Paul",,R,"14,163","26,60%",,,"48,162","48,27%",,,,,,
330,CA,California,31,H4CA31089,,Lesli,Gooch,"Gooch, Lesli",,R,"9,033","16,96%",,,,,,,,,,
331,CA,California,31,H4CA31055,,Eloise Gomez,Reyes,,,D,"8,461","15,89%",,,,,,,,,,
332,CA,California,31,H6CA42099,,Joe,Baca,"Baca, Joe",,D,"5,954","11,18%",,,,,,,,,,
333,CA,California,31,H4CA31063,,Danny,Tillman,"Tillman, Danny",,D,"4,659","8,75%",,,,,,,,,,
334,CA,California,31,H4CA31105,,Ryan,Downing,"Downing, Ryan",,R,"1,737","3,26%",,,,,,,,,,
335,CA,California,31,n/a,,,,,District Votes:,,"53,249",,,,"99,784",,,,,,,
336,CA,California,32,H8CA34068,(I),Grace F.,Napolitano,"Napolitano, Grace F.",,D,"24,639","59,95%",,,"50,353","59,66%",,,,,W,
337,CA,California,32,H4CA32103,,Arturo Enrique,Alas,"Alas, Arturo Enrique",,R,"16,459","40,05%",,,"34,053","40,34%",,,,,,
338,CA,California,32,n/a,,,,,District Votes:,,"41,098",,,,"84,406",,,,,,,
339,CA,California,33,H4CA33119,,Ted,Lieu,"Lieu, Ted",,D,"20,432","18,81%",,,"108,331","59,19%",,,,,W,
340,CA,California,33,H4CA33135,,Elan,Carr,,,R,"23,476","21,61%",,,"74,7","40,81%",,,,,,
341,CA,California,33,H4CA33101,,Wendy,Greuel,"Greuel, Wendy",,D,"17,988","16,56%",,,,,,,,,,
342,CA,California,33,H4CA33085,,Marianne,Williamson,,,NOP,"14,335","13,19%",,,,,,,,,,
343,CA,California,33,H4CA33168,,Matt,Miller,"Miller, Matt",,D,"13,005","11,97%",,,,,,,,,,
344,CA,California,33,H4CA33200,,Lily,Gilani,"Gilani, Lily",,R,"7,673","7,06%",,,,,,,,,,
345,CA,California,33,H4CA33218,,Kevin,Mottus,"Mottus, Kevin",,R,"2,561","2,36%",,,,,,,,,,
346,CA,California,33,H4CA33127,,Barbara L.,Mulvaney,"Mulvaney, Barbara L.",,D,"2,516","2,32%",,,,,,,,,,
347,CA,California,33,H4CA33143,,David,Kanuth,"Kanuth, David",,D,"1,554","1,43%",,,,,,,,,,
348,CA,California,33,H4CA33184,,Kristie,Holmes,,,D,994,"0,91%",,,,,,,,,,
349,CA,California,33,H4CA33234,,Mark Matthew,Herd,"Herd, Mark Matthew",,LIB,883,"0,81%",,,,,,,,,,
350,CA,California,33,H4CA33226,,Michael Ian,Sachs,"Sachs, Michael Ian",,GRE,732,"0,67%",,,,,,,,,,
351,CA,California,33,H4CA33192,,Michael,Shapiro,"Shapiro, Michael",,D,650,"0,60%",,,,,,,,,,
352,CA,California,33,H4CA33176,,Tom,Fox,"Fox, Tom",,NOP,509,"0,47%",,,,,,,,,,
353,CA,California,33,H2CA33121,,"Zein E., Jr.",Obagi,"Obagi, Zein E., Jr.",,D,477,"0,44%",,,,,,,,,,
354,CA,California,33,H2CA36421,,Vince,Flaherty,"Flaherty, Vince",,D,345,"0,32%",,,,,,,,,,
355,CA,California,33,H4CA33093,,James,Graf,"Graf, James",,D,327,"0,30%",,,,,,,,,,
356,CA,California,33,H4CA33242,,Brent C.,Roske,"Roske, Brent C.",,NOP,188,"0,17%",,,,,,,,,,
357,CA,California,33,H4CA33259,,Theo,Milonopoulos,"Milonopoulos, Theo",,W(NOP),1,"0,00%",,,,,,,,,,
358,CA,California,33,n/a,,,,,District Votes:,,"108,646",,,,"183,031",,,,,,,
359,CA,California,34,H2CA30143,(I),Xavier,Becerra,"Becerra, Xavier",,D,"22,878","73,83%",,,"44,697","72,54%",,,,,W,
360,CA,California,34,H4CA34075,,Adrienne Nicole,Edwards,"Edwards, Adrienne Nicole",,D,"4,474","14,44%",,,"16,924","27,46%",,,,,,
361,CA,California,34,H2CA34053,,Howard,Johnson,"Johnson, Howard",,PAF,"3,587","11,58%",,,,,,,,,,
362,CA,California,34,H4CA34067,,Jonathan Turner,Smith,"Smith, Jonathan Turner",,W(NOP),48,"0,15%",,,,,,,,,,
363,CA,California,34,n/a,,,,,District Votes:,,"30,987",,,,"61,621",,,,,,,
364,CA,California,35,H4CA35031,,Norma J.,Torres,"Torres, Norma J.",,D,"17,996","65,68%",,,"39,502","63,45%",,,,,W,
365,CA,California,35,H4CA35049,,Christina,Gagnier,"Gagnier, Christina",,D,"4,081","14,89%",,,"22,753","36,55%",,,,,,
366,CA,California,35,H4CA35056,,Scott,Heydenfeldt,"Heydenfeldt, Scott",,D,"2,574","9,39%",,,,,,,,,,
367,CA,California,35,H2CA35126,,Anthony,Vieyra,"Vieyra, Anthony",,D,"2,183","7,97%",,,,,,,,,,
368,CA,California,35,H4CA35064,,"Benjamin ""Ben""",Lopez,"Lopez, Benjamin ""Ben""",,W(R),567,"2,07%",,,,,,,,,,
369,CA,California,35,n/a,,,,,District Votes:,,"27,401",,,,"62,255",,,,,,,
370,CA,California,36,H2CA36439,(I),Raul,Ruiz,"Ruiz, Raul",,D,"41,443","50,33%",,,"72,682","54,18%",,,,,W,
371,CA,California,36,H4CA36120,,Brian,Nestande,"Nestande, Brian",,R,"28,662","34,81%",,,"61,457","45,82%",,,,,,
372,CA,California,36,H2CA53012,,Ray,Haynes,"Haynes, Ray",,R,"12,232","14,86%",,,,,,,,,,
373,CA,California,36,n/a,,,,,District Votes:,,"82,337",,,,"134,139",,,,,,,
374,CA,California,37,H0CA33117,(I),Karen,Bass,"Bass, Karen",,D,"47,639","79,60%",,,"96,787","84,28%",,,,,W,
375,CA,California,37,H4CA37078,,R. Adam,King,"King, R. Adam",,R,"8,53","14,25%",,,"18,051","15,72%",,,,,,
376,CA,California,37,H0CA33109,,Mervin,Evans,"Evans, Mervin",,D,"3,677","6,14%",,,,,,,,,,
377,CA,California,37,n/a,,,,,District Votes:,,"59,846",,,,"114,838",,,,,,,
378,CA,California,38,H2CA39078,(I),Linda T.,Sanchez,"Sanchez, Linda T.",,D,"27,149","57,53%",,,"58,192","59,09%",,,,,W,
379,CA,California,38,H2CA38237,,Benjamin,Campos,"Campos, Benjamin",,R,"20,046","42,47%",,,"40,288","40,91%",,,,,,
380,CA,California,38,n/a,,,,,District Votes:,,"47,195",,,,"98,48",,,,,,,
381,CA,California,39,H6CA39020,(I),Ed,Royce,"Royce, Ed",,R,"49,071","70,55%",,,"91,319","68,54%",,,,,W,
382,CA,California,39,H4CA39041,,Peter O.,Anderson,"Anderson, Peter O.",,D,"20,48","29,45%",,,"41,906","31,46%",,,,,,
383,CA,California,39,n/a,,,,,District Votes:,,"69,551",,,,"133,225",,,,,,,
384,CA,California,40,H2CA33048,(I),Lucille,Roybal-Allard,,,D,"13,745","66,36%",,,"30,208","61,18%",,,,,W,
385,CA,California,40,H0CA34099,,David,Sanchez,"Sanchez, David",,D,"6,968","33,64%",,,"19,171","38,82%",,,,,,
386,CA,California,40,n/a,,,,,District Votes:,,"20,713",,,,"49,379",,,,,,,
387,CA,California,41,H2CA43245,(I),Mark,Takano,"Takano, Mark",,D,"19,648","44,65%",,,"46,948","56,64%",,,,,W,
388,CA,California,41,H4CA41120,,Steve,Adams,"Adams, Steve",,R,"16,264","36,96%",,,"35,936","43,36%",,,,,,
389,CA,California,41,H4CA41138,,Veronica,Franco,,,D,"4,509","10,25%",,,,,,,,,,
390,CA,California,41,H4CA41146,,Yvonne Terrell,Girard,"Girard, Yvonne Terrell",,R,"3,581","8,14%",,,,,,,,,,
391,CA,California,41,n/a,,,,,District Votes:,,"44,002",,,,"82,884",,,,,,,
392,CA,California,42,H2CA37023,(I),Ken,Calvert,"Calvert, Ken",,R,"37,506","67,49%",,,"74,54","65,74%",,,,,W,
393,CA,California,42,H4CA42086,,Tim,Sheridan,"Sheridan, Tim",,D,"8,788","15,81%",,,"38,85","34,26%",,,,,,
394,CA,California,42,H4CA42094,,Chris,Marquez,"Marquez, Chris",,D,"6,118","11,01%",,,,,,,,,,
395,CA,California,42,H4CA42060,,Kerri,Condley,"Condley, Kerri",,D,"3,15","5,67%",,,,,,,,,,
396,CA,California,42,H4CA42110,,Floyd,Harvey,,,W(R),8,"0,01%",,,,,,,,,,
397,CA,California,42,n/a,,,,,District Votes:,,"55,57",,,,"113,39",,,,,,,
398,CA,California,43,H4CA23011,(I),Maxine,Waters,"Waters, Maxine",,D,"33,746","67,23%",,,"69,681","70,96%",,,,,W,
399,CA,California,43,H4CA43084,,"John, Jr.",Wood,"Wood, John, Jr.",,R,"16,44","32,75%",,,"28,521","29,04%",,,,,,
400,CA,California,43,H4CA43092,,Brandon M.,Cook,"Cook, Brandon M.",,W(AIP),12,"0,02%",,,,,,,,,,
401,CA,California,43,n/a,,,,,District Votes:,,"50,198",,,,"98,202",,,,,,,
402,CA,California,44,H8CA36097,(I),Janice,Hahn,"Hahn, Janice",,D,"25,641","99,98%",,,"59,67","86,65%",,,,,W,
403,CA,California,44,H4CA44165,,Adam,Shbeita,"Shbeita, Adam",,W(PAF)/PAF,5,"0,02%",,,"9,192","13,35%",,,,,,
404,CA,California,44,n/a,,,,,District Votes:,,"25,646",,,,"68,862",,,,,,,
405,CA,California,45,H4CA45097,,Mimi,Walters,"Walters, Mimi",,R,"39,631","45,06%",,,"106,083","65,12%",,,,,W,
406,CA,California,45,H4CA49107,,Drew E.,Leavens,"Leavens, Drew E.",,D,"24,721","28,11%",,,"56,819","34,88%",,,,,,
407,CA,California,45,H4CA45089,,Greg,Raths,"Raths, Greg",,R,"21,284","24,20%",,,,,,,,,,
408,CA,California,45,H2CA36397,,Al,Salehi,"Salehi, Al",,NOP,"2,317","2,63%",,,,,,,,,,
409,CA,California,45,n/a,,,,,District Votes:,,"87,953",,,,"162,902",,,,,,,
410,CA,California,46,H6CA46033,(I),Loretta,Sanchez,,,D,"20,172","50,59%",,,"49,738","59,70%",,,,,W,
411,CA,California,46,H4CA46129,,Adam,Nick,"Nick, Adam",,R,"7,234","18,14%",,,"33,577","40,30%",,,,,,
412,CA,California,46,H2CA46123,,John J.,Cullum,"Cullum, John J.",,R,"5,666","14,21%",,,,,,,,,,
413,CA,California,46,H4CA46111,,Carlos,Vazquez,,,R,"4,969","12,46%",,,,,,,,,,
414,CA,California,46,H4CA46103,,Ehab,Atalla,"Atalla, Ehab",,D,"1,835","4,60%",,,,,,,,,,
415,CA,California,46,n/a,,,,,District Votes:,,"39,876",,,,"83,315",,,,,,,
416,CA,California,47,H2CA00104,(I),Alan,Lowenthal,"Lowenthal, Alan",,D,"44,019","57,08%",,,"69,091","55,99%",,,,,W,
417,CA,California,47,H4CA47069,,Andy,Whallon,"Whallon, Andy",,R,"33,093","42,91%",,,"54,309","44,01%",,,,,,
418,CA,California,47,H4CA47077 ,,George,Brogan,"Brogan, George",,W(R),3,"0,00%",,,,,,,,,,
419,CA,California,47,n/a,,,,,District Votes:,,"77,115",,,,"123,4",,,,,,,
420,CA,California,48,H8CA42061,(I),Dana,Rohrabacher,"Rohrabacher, Dana",,R,"52,431","56,08%",,,"112,082","64,12%",,,,,W,
421,CA,California,48,H4CA48042,,Suzanne Joyce,Savary,"Savary, Suzanne Joyce",,D,"18,242","19,51%",,,"62,713","35,88%",,,,,,
422,CA,California,48,H4CA48034,,Wendy Brooks,Leece,,,R,"11,082","11,85%",,,,,,,,,,
423,CA,California,48,H4CA48059,,David,Burns,"Burns, David",,D,"6,142","6,57%",,,,,,,,,,
424,CA,California,48,H2CA46040,,Robert John,Banuelos,"Banuelos, Robert John",,D,"5,591","5,98%",,,,,,,,,,
425,CA,California,48,n/a,,,,,District Votes:,,"93,488",,,,"174,795",,,,,,,
426,CA,California,49,H0CA48024,(I),Darrell,Issa,"Issa, Darrell",,R,"56,558","61,87%",,,"98,161","60,17%",,,,,W,
427,CA,California,49,H4CA49099,,Dave,Peiser,"Peiser, Dave",,D,"25,946","28,39%",,,"64,981","39,83%",,,,,,
428,CA,California,49,H4CA49123,,Noboru,Isagawa,"Isagawa, Noboru",,D,"8,887","9,72%",,,,,,,,,,
429,CA,California,49,H4CA49115,,Johnny,Moore,"Moore, Johnny",,W(D),16,"0,02%",,,,,,,,,,
430,CA,California,49,n/a,,,,,District Votes:,,"91,407",,,,"163,142",,,,,,,
431,CA,California,50,H8CA52052,(I),Duncan D.,Hunter,"Hunter, Duncan D.",,R,"62,371","70,43%",,,"111,997","71,20%",,,,,W,
432,CA,California,50,H2CA50166,,James H.,Kimber,"Kimber, James H.",,D,"21,552","24,34%",,,"45,302","28,80%",,,,,,
433,CA,California,50,H0CA52018,,Michael,Benoit,"Benoit, Michael",,LIB,"4,634","5,23%",,,,,,,,,,
434,CA,California,50,n/a,,,,,District Votes:,,"88,557",,,,"157,299",,,,,,,
435,CA,California,51,H2CA50026,(I),Juan,Vargas,,,D,"35,812","68,34%",,,"56,373","68,79%",,,,,W,
436,CA,California,51,H4CA51079,,Stephen,Meade,,,R,"16,403","31,30%",,,"25,577","31,21%",,,,,,
437,CA,California,51,H4CA51087,,Ernest,Griffes,"Griffes, Ernest",,W(R),184,"0,35%",,,,,,,,,,
438,CA,California,51,n/a,,,,,District Votes:,,"52,399",,,,"81,95",,,,,,,
439,CA,California,52,H2CA52089,(I),Scott,Peters,"Peters, Scott",,D,"53,926","42,29%",,,"98,826","51,59%",,,,,W,
440,CA,California,52,H4CA52051,,Carl,DeMaio,"DeMaio, Carl",,R,"44,954","35,26%",,,"92,746","48,41%",,,,,,
441,CA,California,52,H4CA52069,,Kirk,Jorgensen,"Jorgensen, Kirk",,R,"23,588","18,50%",,,,,,,,,,
442,CA,California,52,H4CA52077,,"Fred J., Jr.",Simon,,,R,"5,04","3,95%",,,,,,,,,,
443,CA,California,52,n/a,,,,,District Votes:,,"127,508",,,,"191,572",,,,,,,
444,CA,California,53,H0CA49055,(I),Susan A.,Davis,"Davis, Susan A.",,D,"50,041","56,26%",,,"87,104","58,84%",,,,,W,
445,CA,California,53,H4CA53059,,Larry A.,Wilske,"Wilske, Larry A.",,R,"18,384","20,67%",,,"60,94","41,16%",,,,,,
446,CA,California,53,H4CA53075,,Wayne S.,WAHR,"True, Wayne S.",,R,"9,182","10,32%",,,,,,,,,,
447,CA,California,53,H4CA53091,,John R.,Edwards,,,R,"3,986","4,48%",,,,,,,,,,
448,CA,California,53,H4CA53042,,Joel,Marchese,"Marchese, Joel",,R,"2,729","3,07%",,,,,,,,,,
449,CA,California,53,H4CA53067,,Jim,Stieringer,"Stieringer, Jim",,R,"2,106","2,37%",,,,,,,,,,
450,CA,California,53,H4CA53083,,John W.,Campbell,"Campbell, John W.",,NOP,"1,596","1,79%",,,,,,,,,,
451,CA,California,53,H4CA53109,,Christina,Bobb,"Bobb, Christina",,NOP,929,"1,04%",,,,,,,,,,
452,CA,California,53,n/a,,,,,District Votes:,,"88,953",,,,"148,044",,,,,,,
453,CA,California,H,n/a,,,,,Total State Votes:,,4.151.475,,,,7.132.421,,,,,,,
454,,,,n/a,,,,,,,,,,,,,,,,,,
455,CO,Colorado,1,H6CO01141,(I),Diana,DeGette,"DeGette, Diana",,D,"43,514","100,00%",,,"183,281","65,81%",,,,,W,
456,CO,Colorado,1,n/a,,,,,Party Votes:,D,"43,514",,,,,,,,,,,
