S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,Game
7,10,21,31,37,4,12,19,25,34,1,6,11,18,25,32,37,4,12,22,400,400,379,348,311,507,495,476,451,417,616,610,599,581,556,524,487,683,671,721,
8,18,27,34,39,9,18,25,32,0,9,21,26,33,1,11,24,35,0,8,192,174,147,113,74,265,247,222,190,390,381,360,334,384,583,572,548,513,713,705,
9,18,21,32,4,12,21,30,30,30,18,22,28,34,1,11,20,26,39,7,191,173,152,120,316,304,283,283,273,263,245,95,67,33,232,221,221,195,156,456,
7,12,19,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,50,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,21,30,18,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,191,170,170,152,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,17,27,33,3,10,17,23,27,34,5,12,15,23,26,37,1,5,15,24,194,244,217,117,314,314,214,191,164,130,325,313,298,275,249,212,411,406,391,367,
7,16,24,34,1,12,19,25,35,2,10,17,29,36,6,19,30,30,30,30,100,84,60,26,225,213,194,169,134,384,384,284,255,355,549,530,530,520,510,500,
6,18,23,33,36,39,8,14,19,23,28,35,3,16,25,30,22,31,38,7,194,176,153,353,453,414,606,592,573,550,522,487,684,668,643,643,743,712,674,924,
7,14,19,26,38,7,16,23,26,30,14,23,32,0,10,19,22,32,34,2,250,236,217,191,153,253,237,214,188,188,174,151,119,319,319,300,400,368,334,734,
11,18,29,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,189,171,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,14,25,30,30,30,22,31,35,38,6,13,16,26,35,5,7,10,20,23,191,177,152,152,142,132,232,201,166,128,322,309,293,267,232,427,627,627,627,604,
7,17,29,34,5,11,17,24,34,39,4,13,21,29,0,7,16,23,33,3,400,600,571,537,732,721,771,747,713,674,870,857,836,807,1007,1207,1191,1168,1268,1465,
7,11,20,32,39,4,14,22,32,1,12,22,29,33,5,15,25,28,36,9,300,289,289,257,218,414,400,600,568,767,755,605,576,476,671,656,631,603,703,894,
10,20,26,38,4,16,22,30,30,30,30,30,30,30,30,14,26,32,0,8,200,200,174,136,332,316,366,366,356,346,336,326,316,306,296,282,256,224,424,416,
11,19,24,29,37,7,20,28,36,38,5,17,22,28,39,9,16,22,29,37,189,170,146,117,80,380,380,352,452,414,609,709,909,881,842,1033,1017,1117,1088,1051,
10,14,22,34,37,8,10,17,27,34,3,8,16,28,37,5,10,19,29,39,200,186,86,52,15,207,207,257,230,196,393,385,369,341,304,499,499,480,451,412,
8,17,26,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,192,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,14,21,25,37,5,7,11,21,28,37,7,14,23,29,32,2,11,23,30,100,86,65,40,3,198,298,287,266,238,201,501,487,464,435,403,803,792,769,769,
12,21,29,0,5,15,21,25,35,7,15,20,32,0,10,16,24,31,3,11,188,167,138,338,333,318,297,272,237,637,622,622,590,790,790,774,750,719,916,905,
5,9,14,22,29,37,7,14,25,34,39,10,16,27,30,30,30,30,30,18,195,186,172,72,43,6,406,392,367,333,294,494,478,451,451,441,431,421,411,393,
2,8,17,19,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,42,92,73,73,63,53,43,33,23,13,3,0,0,0,0,0,0,0,0,
7,14,20,28,34,5,7,14,17,25,32,37,5,10,18,28,33,38,6,14,100,86,86,58,24,219,69,55,255,230,198,161,356,356,338,310,510,472,666,652,
11,20,25,30,30,30,30,30,30,30,18,21,28,33,0,2,7,17,24,35,189,189,164,164,154,144,134,124,114,104,86,65,37,87,287,387,487,337,313,278,
2,6,10,13,24,29,37,8,11,20,27,36,2,11,16,24,32,2,14,21,400,394,394,381,357,328,291,483,472,472,445,295,345,334,318,294,262,312,298,277,
7,13,23,30,30,30,30,30,16,24,27,37,4,12,20,27,37,7,17,27,400,387,364,364,354,344,334,324,308,284,257,220,416,404,404,377,340,440,490,463,
7,14,22,28,33,37,6,8,15,20,24,28,38,4,7,12,16,22,29,34,250,236,136,108,308,271,465,457,442,442,418,390,352,548,648,636,620,670,641,607,
12,17,26,31,2,12,17,24,34,2,12,21,31,39,5,17,28,35,6,12,188,288,262,231,531,519,719,695,661,761,749,728,697,658,853,1053,1025,990,1184,1172,
8,15,23,27,34,0,6,13,19,23,31,36,3,13,22,33,0,7,15,23,192,177,154,127,93,293,287,274,255,232,201,51,248,235,135,335,535,635,620,597,
10,19,24,29,36,2,9,12,18,24,33,39,10,15,20,25,31,38,5,13,200,181,157,128,328,428,419,407,389,365,565,526,726,711,711,686,655,617,812,799,
6,14,23,30,30,16,24,30,20,31,39,6,12,21,29,37,39,2,9,13,194,180,157,157,147,131,107,107,107,76,37,231,219,198,169,132,93,193,184,171,
8,20,28,37,2,8,16,22,30,30,30,30,30,12,21,21,21,21,21,21,192,192,164,127,177,169,153,53,53,43,33,23,13,1,0,0,0,0,0,0,
8,11,19,27,32,2,11,20,29,38,4,10,15,22,29,36,38,1,9,15,192,181,162,135,103,503,492,492,463,425,621,621,606,806,777,677,639,838,829,814,
5,11,23,33,36,3,7,18,28,32,37,4,14,22,25,35,38,1,4,12,195,184,161,361,261,458,358,340,312,280,243,439,425,475,450,415,377,576,572,560,
7,12,22,30,22,32,2,11,18,23,28,32,37,6,16,24,29,39,8,15,400,388,438,438,288,256,556,545,527,504,476,444,407,601,585,561,532,493,685,670,
5,11,19,31,0,8,11,18,28,35,2,12,20,33,5,14,23,34,5,14,195,184,165,134,334,326,315,297,269,234,484,472,472,572,767,753,730,696,891,877,
8,17,22,29,35,2,10,14,22,33,37,6,14,21,31,38,4,12,20,24,192,42,242,213,178,228,228,214,64,114,77,271,257,236,205,167,363,351,351,327,
11,18,23,31,1,11,20,32,39,7,15,26,33,3,14,22,28,37,3,14,189,171,148,117,316,305,305,273,234,634,619,593,443,640,626,476,448,411,608,594,
9,13,23,31,39,10,20,31,1,9,21,31,1,9,15,23,33,1,11,21,191,178,155,124,85,285,285,254,453,444,423,392,591,582,567,544,644,843,832,811,
11,21,28,34,2,9,18,25,35,6,15,20,25,31,1,11,20,31,34,1,189,168,140,106,156,147,129,104,69,263,248,248,223,192,391,380,380,349,315,514,
4,13,23,32,38,8,16,25,37,5,15,22,34,4,13,23,34,3,9,15,196,183,160,128,90,282,266,241,204,399,384,584,550,746,733,710,676,873,864,849,
2,14,24,36,9,17,26,35,5,15,22,33,0,11,20,31,37,5,10,20,50,36,12,62,253,453,427,392,587,572,772,822,1022,1011,1011,980,943,1138,1138,1138,
6,13,21,26,35,4,11,23,33,4,16,26,32,1,10,16,18,26,37,5,194,181,160,134,99,295,284,261,111,307,291,265,233,432,432,416,398,372,335,530,
7,13,18,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,50,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,14,21,24,29,36,1,6,10,20,22,24,35,1,5,14,22,24,32,39,300,286,265,241,212,262,461,455,455,455,305,281,246,445,440,426,526,502,470,431,
9,19,27,39,6,11,19,22,27,33,1,8,10,19,29,35,3,12,21,30,191,172,145,106,300,289,270,370,343,443,642,634,634,615,586,551,748,736,715,715,
3,10,16,26,37,7,16,25,33,39,9,19,31,3,9,17,25,34,0,8,197,197,181,155,118,518,502,477,577,538,729,710,679,876,867,1067,1042,1008,1208,1200,
4,12,17,22,31,38,6,10,20,27,32,38,5,11,21,25,36,4,11,16,196,184,34,234,203,165,359,359,359,332,300,262,457,446,425,400,600,796,785,769,
6,10,13,21,27,39,7,10,19,29,38,3,14,19,24,36,3,10,22,31,194,194,181,160,133,94,344,344,325,296,258,455,441,422,398,498,695,695,795,764,
10,14,23,27,38,5,12,15,23,34,39,6,16,23,31,37,3,10,19,27,200,186,163,136,98,293,281,266,243,209,170,364,348,325,294,257,454,454,435,408,
8,13,20,26,31,37,39,4,12,14,19,29,37,4,15,18,26,31,1,11,192,179,179,153,122,85,46,242,230,216,197,168,131,327,312,294,268,237,436,425,
9,15,23,31,38,3,11,13,22,27,36,8,15,18,30,30,30,30,30,30,191,176,153,122,84,281,270,257,357,330,430,622,607,589,589,579,569,559,549,539,
7,15,23,32,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,100,85,62,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,17,28,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,188,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,16,20,25,32,1,13,23,34,3,5,14,19,22,33,2,6,10,20,24,194,178,178,153,121,320,307,284,250,447,442,428,409,609,509,609,603,603,603,579,
7,16,26,32,3,12,20,28,35,2,12,18,26,31,35,7,13,20,31,2,300,284,258,226,423,411,411,383,348,748,736,718,692,661,626,676,663,663,632,932,
10,22,31,0,5,14,19,28,1,10,20,25,36,6,17,23,33,1,9,16,200,400,369,569,564,550,531,503,702,702,702,677,527,721,921,898,998,1197,1188,1172,
6,13,18,22,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,194,181,163,63,63,53,43,33,23,13,3,0,0,0,0,0,0,0,0,0,
8,20,29,38,10,14,19,25,35,8,18,27,34,4,14,22,29,36,7,15,192,192,163,125,325,311,292,267,232,424,406,379,345,541,527,377,348,448,748,733,
5,10,15,26,37,8,14,22,32,38,4,12,23,30,12,22,31,0,8,18,195,195,180,154,117,309,295,345,313,275,471,459,436,436,424,524,493,693,685,667,
7,11,20,29,36,3,10,13,20,27,33,1,9,15,20,29,36,6,12,14,250,239,239,210,310,507,507,494,494,467,517,716,707,692,692,663,513,707,695,681,
8,20,28,30,22,32,3,12,19,25,33,39,10,20,28,38,4,14,20,26,192,192,164,164,214,182,379,367,348,323,423,384,584,584,556,518,714,700,700,674,
9,20,30,30,20,25,34,1,11,18,28,35,39,5,17,24,30,30,30,18,191,191,191,181,181,156,122,321,310,292,264,229,190,385,435,411,411,401,391,373,
6,18,24,30,22,26,28,35,5,13,21,31,35,1,11,19,25,30,30,30,194,176,152,152,202,176,148,113,308,295,274,243,208,407,396,377,352,352,342,332,
9,14,22,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,191,177,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,17,26,31,2,13,24,33,38,5,16,25,30,30,30,30,30,30,30,30,191,91,65,34,284,271,247,297,259,454,438,413,413,403,393,383,373,363,353,343,
6,16,27,38,10,18,28,38,6,14,23,33,0,8,13,23,35,5,15,25,194,178,151,113,313,295,267,229,423,409,386,236,436,428,415,392,357,552,537,512,
7,10,20,31,1,9,15,25,35,4,11,17,25,31,37,3,12,20,27,32,100,100,100,69,268,259,244,219,184,380,369,219,194,163,126,323,311,311,284,252,
9,21,29,33,1,4,12,19,30,30,20,27,31,2,12,22,31,36,2,12,191,170,141,341,540,536,524,505,505,495,495,468,437,737,725,625,594,494,894,882,
7,16,27,38,4,10,18,28,0,5,18,30,30,30,30,18,28,33,0,2,400,384,357,319,515,515,497,469,669,664,646,646,636,626,616,598,570,620,820,1020,
7,18,28,39,9,22,28,36,4,7,20,32,39,6,11,18,30,30,30,30,400,382,354,315,506,606,578,678,874,774,774,742,703,897,886,868,868,858,848,838,
4,11,15,21,27,31,38,8,14,21,29,32,34,0,7,13,24,32,3,12,196,185,170,149,122,91,53,245,231,210,181,149,115,315,415,402,378,346,543,531,
8,15,22,25,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,192,177,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,15,25,36,7,18,26,35,0,10,16,23,30,30,30,18,29,32,0,11,191,176,151,351,651,633,607,572,772,772,756,733,733,723,713,695,666,634,834,823,
6,18,23,29,39,7,20,28,32,2,9,17,23,32,0,5,15,23,28,31,194,176,153,124,85,385,385,357,325,725,716,566,543,511,711,706,691,668,640,609,
11,20,27,36,2,13,24,34,4,10,22,32,39,6,11,17,23,31,33,4,189,189,162,212,512,499,475,441,637,637,737,705,666,860,849,1049,1026,995,1195,1391,
10,18,27,38,6,14,25,33,2,10,20,31,2,10,18,22,31,39,6,15,200,182,155,117,311,297,272,322,622,622,622,591,891,891,873,773,742,703,897,882,
10,15,25,37,7,13,16,24,28,37,5,14,23,30,30,30,30,30,30,20,200,185,160,123,423,410,394,370,342,305,500,486,463,463,453,443,433,423,413,413,
9,18,26,35,2,13,22,35,7,17,28,35,37,0,8,17,28,36,6,8,191,173,147,112,412,399,499,464,514,364,336,301,264,464,456,556,528,728,922,914,
10,19,23,28,39,7,11,22,32,39,9,15,24,29,39,2,11,20,27,36,200,181,158,130,91,491,480,680,648,609,800,785,761,732,693,943,932,932,905,1005,
6,11,22,24,31,38,7,13,19,29,0,9,21,33,38,8,19,25,31,2,194,183,233,209,178,140,440,427,408,379,579,570,549,449,411,603,584,559,528,828,
9,16,23,30,30,22,32,37,3,9,16,27,37,8,13,23,32,38,7,16,191,175,152,152,142,342,310,273,470,461,445,418,381,573,560,537,505,467,867,851,
9,14,22,34,0,9,18,22,31,37,4,14,22,30,16,23,30,30,30,22,191,177,227,193,393,384,366,566,535,498,694,680,880,880,864,841,841,831,821,721,
9,18,24,28,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,191,173,149,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,9,16,25,31,36,4,11,18,29,36,39,3,9,17,24,29,35,5,11,194,185,169,144,113,163,359,348,330,301,201,162,359,350,250,226,197,162,357,346,
6,17,23,32,2,13,23,33,4,9,17,24,36,5,11,22,33,36,7,13,194,244,221,189,289,276,253,303,499,490,340,316,366,561,550,600,800,650,900,887,
9,19,27,33,4,9,18,29,2,9,18,25,36,4,11,21,28,39,6,14,191,172,145,245,441,432,414,385,785,776,758,733,833,1029,1018,997,969,930,1124,1110,
9,12,22,31,39,4,15,21,30,30,30,30,30,30,30,30,30,30,30,30,191,179,379,348,309,505,490,469,469,459,449,439,429,419,409,399,389,379,369,359,
8,12,16,26,35,3,13,22,31,39,6,15,23,28,39,7,17,26,31,2,192,180,164,138,103,300,287,387,356,317,511,496,473,445,406,806,656,630,599,849,
4,12,20,32,38,4,15,27,35,3,13,24,35,3,13,23,29,0,6,17,196,184,184,152,114,310,295,268,233,430,417,393,358,555,542,519,490,690,684,784,
11,24,37,7,14,27,32,38,4,11,21,31,2,8,15,26,36,5,16,24,189,165,128,528,514,487,455,417,613,602,581,550,950,942,927,901,1101,1296,1280,1256,
5,12,14,23,27,32,2,10,15,23,30,30,30,30,30,30,30,30,30,30,195,183,169,146,119,87,137,137,122,99,99,89,79,69,59,49,39,29,19,9,
6,16,26,35,6,16,24,30,30,20,28,36,4,16,25,31,1,7,16,24,194,178,152,117,311,295,271,271,261,261,233,433,629,613,588,557,756,606,590,566,
6,15,27,36,5,12,17,22,30,30,16,24,32,37,6,15,20,28,36,6,194,179,152,52,247,235,285,335,335,325,309,285,253,216,410,395,395,367,417,611,
10,19,23,33,37,1,4,14,21,28,34,0,7,14,22,34,39,8,14,24,200,181,158,208,171,370,366,352,331,303,269,469,669,655,705,671,632,824,810,786,
9,19,29,39,6,14,21,31,36,7,11,17,21,28,1,12,23,32,38,6,191,172,143,104,298,284,263,232,432,482,471,321,300,272,471,459,436,404,366,560,
11,17,25,32,38,8,17,24,26,36,4,11,20,30,30,14,23,30,30,30,189,289,264,232,194,386,436,412,386,236,432,421,421,421,411,397,374,374,364,354,
2,9,16,21,28,33,37,7,13,21,24,30,30,30,30,30,30,14,22,28,400,391,375,354,326,426,389,689,676,655,631,631,621,611,601,591,581,567,617,589,
7,14,23,32,2,12,25,32,39,4,16,25,33,2,12,23,31,36,4,16,400,386,363,331,731,719,694,662,623,819,803,778,878,1278,1266,1243,1212,1062,1258,1242,
4,11,21,29,34,5,10,21,33,39,5,14,17,22,34,36,4,15,23,29,196,185,164,135,101,296,296,275,475,436,631,617,667,717,683,733,929,914,891,862,
2,14,21,29,38,4,14,24,29,38,8,17,25,33,38,7,18,28,32,0,400,386,365,336,298,494,480,456,427,389,581,781,756,856,818,918,900,872,840,1040,
8,10,17,24,32,1,8,14,23,30,30,30,30,30,30,30,30,30,20,32,192,192,242,218,186,385,377,363,340,340,330,320,310,300,290,280,270,260,260,228,
8,19,31,3,10,17,25,33,38,8,16,22,27,39,5,13,20,30,30,30,192,173,142,339,339,439,414,514,476,668,652,752,725,686,881,868,868,868,858,848,
6,12,20,23,33,3,10,14,18,26,33,3,9,17,26,35,1,3,13,18,194,182,182,159,209,406,406,392,374,348,198,395,386,286,260,225,424,421,408,390,
6,11,16,23,26,29,38,6,16,23,28,34,2,7,17,23,32,0,2,8,194,183,167,144,118,89,51,245,229,206,178,144,244,444,644,621,589,789,989,981,
11,18,26,31,38,4,13,19,31,1,9,20,25,34,0,7,14,20,28,32,189,171,145,114,76,272,259,240,209,408,399,399,374,340,540,640,626,626,598,566,
5,10,18,30,30,18,25,31,39,7,17,22,27,35,5,10,15,22,24,33,195,195,177,177,167,149,124,93,54,304,354,404,377,342,537,537,522,722,698,748,
3,10,16,21,33,0,7,16,24,28,31,37,4,11,19,26,36,1,6,15,197,197,181,160,260,460,510,494,470,442,411,374,570,559,540,514,614,813,807,792,
12,24,33,3,14,25,34,2,5,15,23,32,38,3,13,21,31,33,3,14,188,164,64,261,247,222,188,588,583,568,545,513,475,672,659,638,607,507,704,690,
7,16,24,30,30,30,30,30,30,30,14,24,33,1,10,20,27,35,7,17,300,284,260,260,250,240,230,220,210,200,186,162,12,211,211,211,184,149,449,499,
8,11,22,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,192,181,381,381,371,361,351,341,331,321,311,301,291,281,271,261,251,241,231,221,
7,15,20,27,33,3,15,22,27,30,30,30,30,30,30,30,30,16,22,26,300,285,285,258,458,655,640,740,713,713,703,693,683,673,663,653,643,627,827,801,
4,10,17,21,26,33,37,39,7,14,17,25,33,39,10,17,20,29,38,2,196,196,396,375,349,399,362,323,373,359,459,434,284,245,445,345,345,316,278,378,
6,12,18,28,35,3,12,18,27,36,4,12,24,31,2,10,16,21,30,30,194,182,164,136,101,298,286,268,241,341,537,525,501,470,720,720,704,683,683,673,
9,16,23,33,37,3,9,11,18,23,28,30,30,30,30,30,30,30,30,30,191,175,152,202,165,362,353,342,324,301,273,273,263,253,243,233,223,213,203,193,
8,19,26,34,2,12,20,25,30,30,22,26,38,11,21,29,35,4,15,25,192,173,147,113,413,401,401,376,376,366,416,390,352,541,520,491,456,652,637,612,
5,15,18,25,35,1,11,14,19,28,36,4,11,18,24,32,1,5,15,23,195,180,162,137,102,301,290,276,257,229,129,325,314,296,272,240,439,434,419,396,
11,22,31,39,4,17,23,30,30,30,30,14,21,32,38,11,22,33,39,9,189,289,258,219,415,315,292,292,282,272,262,248,227,195,157,346,396,246,207,398,
7,13,20,32,3,6,12,18,27,31,39,2,9,15,25,30,12,19,24,32,100,87,87,55,252,246,234,216,189,158,119,419,410,395,370,370,358,339,315,283,
8,20,28,39,10,17,27,37,5,10,20,28,33,2,8,13,19,29,35,4,192,192,164,125,325,175,148,111,306,306,306,278,378,428,420,407,388,359,324,520,
9,18,28,34,0,10,21,29,1,6,16,20,29,37,7,19,31,0,10,17,191,173,145,111,311,311,290,261,460,454,438,438,409,372,772,753,722,922,922,1022,
9,22,31,0,11,23,34,39,7,17,22,32,0,7,15,19,31,39,6,9,191,241,210,410,399,376,342,303,553,403,453,421,621,821,806,787,756,717,911,902,
11,15,23,30,12,20,25,33,33,33,33,33,33,33,33,33,33,33,33,33,189,174,151,151,139,139,114,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,14,24,28,32,2,9,19,29,36,2,12,19,23,32,2,10,21,30,30,194,180,156,128,96,496,487,468,439,639,1039,1027,1008,985,953,1003,1003,982,982,972,
8,14,18,24,32,2,11,19,25,31,36,2,7,12,16,24,32,36,5,11,192,178,160,136,104,404,393,374,349,318,168,418,468,456,440,416,384,584,779,768,
12,19,30,30,14,20,25,31,3,7,12,18,23,31,38,10,20,27,37,2,188,169,169,159,145,145,120,89,286,186,174,156,133,102,64,264,264,237,200,500,
8,19,25,34,5,8,18,27,34,4,10,19,30,30,30,14,25,36,4,15,192,173,148,114,309,301,283,256,222,418,418,399,399,389,379,365,340,440,636,621,
9,18,24,35,4,11,24,32,1,11,23,34,36,7,17,24,29,36,3,10,191,173,149,114,310,299,275,243,442,431,408,374,424,524,374,350,321,521,718,718,
6,12,16,23,34,38,3,13,24,33,1,8,10,15,26,33,1,3,12,14,194,182,166,143,109,71,268,255,231,131,330,322,322,307,281,481,680,677,665,651,
4,10,15,25,29,37,4,10,16,24,28,33,35,0,10,16,24,32,1,9,196,196,181,156,127,90,286,286,270,246,218,418,383,583,583,567,543,511,710,701,
5,9,15,20,26,34,0,7,14,19,29,31,0,9,13,19,28,36,3,11,195,186,171,171,145,111,311,161,147,128,99,68,268,259,246,227,199,299,496,485,
8,16,23,30,30,30,30,30,30,30,30,30,30,30,30,22,25,36,6,15,192,176,153,153,143,133,123,113,103,93,83,73,63,53,43,243,218,68,262,247,
8,19,24,34,3,15,22,25,35,7,9,20,31,39,6,16,24,33,3,13,192,173,149,115,312,297,497,472,437,537,528,528,497,458,652,636,612,812,1009,996,
4,13,19,26,32,38,4,6,9,18,28,35,4,11,19,26,32,2,11,16,196,183,164,138,106,68,264,258,249,231,203,168,364,353,334,308,276,526,515,499,
6,12,19,27,36,4,17,22,33,1,12,20,29,38,7,16,23,30,30,30,194,182,163,136,186,382,482,582,432,631,619,619,590,552,952,936,913,913,903,893,
6,18,25,35,37,1,6,15,23,28,35,2,12,18,22,26,35,2,9,14,194,176,151,116,79,278,272,257,234,206,171,221,209,191,91,65,30,130,121,107,
11,22,31,38,5,12,15,23,33,39,9,15,22,30,30,18,21,27,35,4,189,89,58,20,215,203,188,165,65,26,217,202,302,302,292,274,253,226,191,387,
11,22,29,0,13,21,31,0,8,20,29,32,0,9,15,17,26,33,1,6,189,389,360,560,547,526,495,695,687,687,658,626,826,817,802,652,626,676,875,869,
6,11,15,25,31,36,8,13,18,23,27,34,2,9,17,22,29,0,5,14,194,183,168,143,112,12,204,191,173,150,123,89,389,380,280,380,351,551,546,532,
7,15,20,31,1,7,12,23,33,2,15,24,30,30,30,22,31,1,9,20,300,285,285,254,453,553,541,518,718,1118,1103,1079,1079,1069,1059,1159,1128,1327,1318,1318,
4,14,18,24,28,0,12,24,29,38,9,16,26,38,4,12,23,28,33,4,196,182,164,140,112,312,300,276,247,209,400,384,358,320,516,504,481,453,353,549,
6,11,22,27,34,0,10,18,23,34,2,11,18,24,29,37,9,19,23,29,194,183,383,356,322,522,522,504,481,447,547,536,518,494,465,428,619,600,577,548,
9,15,21,27,32,39,6,11,19,25,32,39,4,11,17,28,33,39,5,12,191,176,155,128,96,57,251,240,221,196,164,125,321,310,160,132,332,293,488,476,
6,10,14,21,28,39,6,11,17,24,34,0,7,18,27,29,38,8,13,15,194,194,180,159,131,92,286,275,325,301,267,467,367,349,322,293,255,447,434,419,
11,22,26,33,39,6,18,24,37,5,17,21,28,39,7,15,21,29,38,7,189,389,363,213,174,368,350,326,289,484,384,363,335,296,596,581,560,531,493,793,
4,17,29,35,2,12,21,31,38,4,11,22,30,30,30,22,32,1,10,20,196,296,267,232,282,270,249,218,180,376,365,465,465,455,445,495,463,662,662,662,
6,16,25,33,4,11,20,29,34,7,10,15,24,34,2,10,18,27,33,3,194,178,153,353,549,538,538,509,475,575,575,560,536,502,902,902,884,857,757,954,
9,17,27,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,191,41,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,15,21,29,38,4,15,24,32,0,4,8,14,24,30,30,30,12,21,26,191,176,155,126,88,284,269,245,213,413,409,401,387,363,363,353,343,331,310,284,
3,12,20,25,34,2,12,21,29,38,1,8,16,18,21,28,37,6,13,20,197,185,185,160,126,526,514,493,464,426,625,617,601,583,562,534,497,691,678,678,
10,13,17,19,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,200,187,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,13,21,29,39,5,16,27,39,5,14,24,37,8,15,24,32,37,6,16,192,179,158,129,90,285,269,242,203,398,384,360,323,515,500,476,444,407,601,585,
7,13,22,31,0,6,9,21,29,37,3,7,17,25,28,32,4,14,25,33,400,387,287,256,456,450,441,420,391,354,551,751,651,626,598,566,762,748,723,773,
12,20,29,37,3,9,11,24,34,2,7,16,21,26,38,8,20,31,2,11,188,188,159,122,319,310,299,275,241,341,241,225,204,178,140,332,332,301,551,540,
6,17,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,194,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,21,30,30,30,18,24,34,39,9,21,32,38,8,17,24,30,30,30,30,189,168,168,158,148,130,106,72,33,224,203,171,133,325,225,201,201,191,181,171,
9,15,25,36,6,15,24,28,34,6,14,20,22,31,2,13,21,31,39,11,191,176,151,251,445,430,406,378,344,538,524,524,574,543,643,630,609,578,539,728,
7,14,17,24,29,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,250,236,86,62,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,15,20,29,35,3,14,25,30,30,30,30,30,22,30,30,30,30,30,30,194,179,179,150,115,312,298,273,273,263,253,243,233,83,83,73,63,53,43,33,
3,9,12,17,26,36,1,11,19,29,34,38,6,14,24,28,36,6,9,12,197,188,176,276,250,100,299,288,269,240,206,168,362,348,324,296,196,390,381,369,
4,13,16,23,33,0,8,14,23,29,34,37,6,15,20,30,30,30,30,30,196,183,167,144,244,444,436,422,399,370,336,299,493,478,478,478,468,458,448,438,
8,20,22,32,1,8,20,28,33,0,2,8,14,22,31,38,9,18,21,27,192,192,92,60,259,251,251,223,423,623,673,665,651,701,670,632,823,805,784,757,
5,14,19,27,37,6,14,25,31,37,0,11,21,32,3,11,19,26,31,39,195,181,162,135,98,292,278,253,222,185,385,374,353,321,518,507,488,462,431,392,
5,11,22,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,195,184,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,21,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,189,168,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,21,27,32,38,8,17,27,36,6,16,24,30,30,18,26,36,3,15,23,192,171,144,112,74,266,366,339,189,383,367,343,343,333,315,289,189,386,371,348,
5,13,25,31,38,4,8,14,22,27,35,0,5,12,24,28,36,3,7,12,195,182,157,126,88,284,276,262,312,285,250,450,445,433,409,381,231,428,628,616,
9,17,26,35,4,11,17,20,27,34,0,10,21,31,2,7,12,19,29,39,191,91,65,30,226,215,315,315,288,254,454,454,433,402,502,402,390,371,342,303,
4,11,17,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,196,185,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,19,30,30,30,30,30,30,30,18,25,34,3,15,18,28,37,5,12,19,191,172,172,162,152,142,132,122,112,94,69,35,232,217,199,171,134,329,317,298,
7,14,21,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,50,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
